"TRAM","Rang","GEOM_WKT"
"T05106D","30 - 40 µg/m³","MULTILINESTRING ((429674.453892699 4586341.74589467,429622.584524728 4586303.72922865))"
"T05241J","20 - 30 µg/m³","MULTILINESTRING ((429818.080379844 4587037.24591211,429852.103917902 4587101.36475546,429860.222033582 4587114.9857154))"
"T00237T","20 - 30 µg/m³","MULTILINESTRING ((432090.278276265 4581424.76801303,432117.69358561 4581328.27965719))"
"T12579Z","20 - 30 µg/m³","MULTILINESTRING ((430242.721261835 4587463.30636038,430233.575014208 4587432.47038085))"
"T01199I","20 - 30 µg/m³","MULTILINESTRING ((430889.648391712 4580894.48629488,430868.111901619 4580834.35336571))"
"T02507E","20 - 30 µg/m³","MULTILINESTRING ((430889.249082375 4583879.56985246,430842.49237676 4583927.76827945))"
"T17719N","20 - 30 µg/m³","MULTILINESTRING ((431721.878017602 4587656.47246588,431677.672036175 4587667.95581881,431668.707764197 4587633.89183262,431641.076776154 4587641.11605329))"
"T14386A","20 - 30 µg/m³","MULTILINESTRING ((432716.393573384 4587394.9295218,432737.647664597 4587402.63437314,432757.729745809 4587409.25823163,432783.60783127 4587415.26204525,432805.551876134 4587416.71088144,432816.938892154 4587416.50479492))"
"RD0124T","> 40 µg/m³","MULTILINESTRING ((425884.81953984 4583514.62546044,425884.560584249 4583518.38936567,425886.350694587 4583532.52937387,425887.930772841 4583542.52937726,425890.610882461 4583556.39937785,425894.000996576 4583570.73937394,425895.881053168 4583577.78937051,425898.701130746 4583587.42936385,425901.991211544 4583597.3793535,425905.491291363 4583607.16934154,425909.10136751 4583616.4693283,425916.081499947 4583632.4892996,425922.541610165 4583645.66927063,425931.691747093 4583661.81922575,425941.681887337 4583678.2291749,425950.802004863 4583691.82912586,425961.022123624 4583705.3590687,425973.112260112 4583720.85900022,425981.782354398 4583731.51895071,425985.342393323 4583735.88893051,426000.552561272 4583754.85884367,426012.422686991 4583769.00877497,426022.092793862 4583781.08871971,426033.442912556 4583794.39865332,426045.443044901 4583809.33858507,426084.123464067 4583856.58836232,426085.604715125 4583858.3602286))"
"T01295H","20 - 30 µg/m³","MULTILINESTRING ((431049.795273332 4581372.82381545,431064.391391747 4581385.43672421))"
"T13816X","<= 20 µg/m³","MULTILINESTRING ((423990.752084145 4586742.14880362,423860.441923841 4586747.89980518,423860.441920054 4586747.39980439))"
"T06359A","20 - 30 µg/m³","MULTILINESTRING ((432169.375431952 4587883.67743789,432113.083223918 4587735.77062969))"
"RD0078Z","30 - 40 µg/m³","MULTILINESTRING ((428086.984779247 4585643.51342419,428106.460574843 4585695.86579275,428133.07279315 4585767.36443698))"
"T00806E","20 - 30 µg/m³","MULTILINESTRING ((431081.141886999 4582105.19069894,431013.575333189 4582177.6473214))"
"T04740T","20 - 30 µg/m³","MULTILINESTRING ((430080.446073802 4587075.36797668,430077.624295763 4587105.25904582,430077.766583802 4587143.27210535,430079.743743582 4587163.9711233))"
"T05205F","20 - 30 µg/m³","MULTILINESTRING ((429737.441435847 4586796.94214239,429709.424333137 4586789.09634307,429667.497135241 4586771.51863406))"
"T19477W","20 - 30 µg/m³","MULTILINESTRING ((430875.228175784 4581395.54517283,430867.058001756 4581374.30420217,430844.03139939 4581299.7112623,430837.122239976 4581280.13628464,430829.035104899 4581264.00432118))"
"T18040T","20 - 30 µg/m³","MULTILINESTRING ((430115.095935706 4586917.97746196,430158.321320676 4586960.00920015))"
"T01741I","20 - 30 µg/m³","MULTILINESTRING ((429839.111548044 4581128.6816243,429935.326409196 4581222.57303675))"
"T01111K","20 - 30 µg/m³","MULTILINESTRING ((430972.062282789 4580994.99982476,430963.700181589 4580983.38087028,430957.478110512 4580975.291905,430944.567983471 4580961.19798118))"
"T12383P","20 - 30 µg/m³","MULTILINESTRING ((431010.24452883 4588001.47440212,430949.72489488 4588062.17995677))"
"T18030R","<= 20 µg/m³","MULTILINESTRING ((426774.160363921 4586205.74875604,426771.354397703 4586210.78678543,426768.339479738 4586222.24082662,426761.708652018 4586246.35591551,426753.569805969 4586268.3600125,426747.239926216 4586285.54108805,426736.991106562 4586311.46420735,426734.278225603 4586327.74225391,426736.991378189 4586347.33526443,426741.211460079 4586357.28224813,426749.049584117 4586372.05221195,426750.55665494 4586381.09521487,426749.350952082 4586420.58228687,426748.447044266 4586432.94131341,426749.803119425 4586442.58731843,426763.518251475 4586457.20723726,426777.685395633 4586473.33315505,426778.740429232 4586477.55315373))"
"T01751K","20 - 30 µg/m³","MULTILINESTRING ((429841.143988149 4581317.84089887,429747.096566179 4581412.96475973))"
"T08487P","20 - 30 µg/m³","MULTILINESTRING ((428722.51959898 4584782.32068543,428750.853865644 4584811.59951397))"
"T03182H","20 - 30 µg/m³","MULTILINESTRING ((427454.694915301 4581397.62116966,427550.898328885 4581432.51949162))"
"T16442Z","20 - 30 µg/m³","MULTILINESTRING ((432255.715088047 4584654.58668478,432271.843761706 4584739.8496918))"
"T15729H","20 - 30 µg/m³","MULTILINESTRING ((431042.761183857 4581099.21444906,431038.182143147 4581094.78847695,431024.901997361 4581078.30255227,431015.17088149 4581065.03160563))"
"T04658A","20 - 30 µg/m³","MULTILINESTRING ((430450.831920061 4586450.98016821,430457.183975444 4586456.99712974,430471.018075062 4586467.32704153,430486.828156357 4586474.83193386,430504.050233928 4586481.55581424))"
"T04679F","20 - 30 µg/m³","MULTILINESTRING ((430516.89366454 4586403.70359258,430521.410716001 4586409.57856778,430527.904757123 4586413.68252518,430535.385788017 4586416.23347264,430543.008807367 4586417.23041653,430552.184817368 4586416.67434618,430565.735814918 4586413.57823866,430573.499808811 4586411.18317606,430580.980796923 4586408.08211449,430594.532760243 4586400.46399972,430604.695721503 4586393.2669113,430617.54066447 4586383.10479783,430629.962615337 4586374.07268936,430638.145558504 4586364.89061275))"
"T19393T","20 - 30 µg/m³","MULTILINESTRING ((430877.193200537 4588381.32801215,430993.309806444 4588437.49622162,431006.678706544 4588421.57509514))"
"T07822G","20 - 30 µg/m³","MULTILINESTRING ((429403.402814171 4583488.79254148,429352.430186838 4583548.15501957))"
"T17115R","20 - 30 µg/m³","MULTILINESTRING ((431421.444575614 4588451.32700072,431341.170734673 4588488.74266795))"
"T20607J","20 - 30 µg/m³","MULTILINESTRING ((432635.873379334 4583301.21375202,432681.304885128 4583358.52649547))"
"T09160Z","20 - 30 µg/m³","MULTILINESTRING ((433461.399426972 4583929.37946097,433507.971843271 4583974.70017753))"
"T15522U","<= 20 µg/m³","MULTILINESTRING ((423382.372914699 4585657.4717193,423387.313930442 4585658.52768333,423405.809877035 4585647.64752512,423454.770871377 4585636.76713479,423494.302911356 4585633.86482897,423507.358918086 4585632.0517266,423531.295977569 4585634.95254882,423557.045979471 4585629.87534456,423580.620032889 4585632.0511684,423603.468104396 4585636.7660018,423613.260177418 4585644.38193928,423619.063252427 4585653.08590889,423618.338308968 4585660.70192651,423612.898333403 4585665.05397487,423609.271327721 4585665.0540025,423604.556314842 4585664.32903728,423594.764225342 4585654.53709634,423591.862218047 4585654.17411787,423587.148240877 4585658.16416013,423587.873280464 4585663.24116266,423603.469244281 4585787.27624076,423612.536368358 4585801.7831947,423632.846515548 4585817.01606414,423653.518622095 4585826.80792218,423661.860657142 4585829.70986324,423696.703760343 4585836.12960796))"
"T06744F","20 - 30 µg/m³","MULTILINESTRING ((433755.551269165 4587407.16067556,433741.1630505 4587513.14395221))"
"T10259E","20 - 30 µg/m³","MULTILINESTRING ((431366.719759244 4584922.9438172,431279.04831858 4585014.21261835))"
"T18573R","20 - 30 µg/m³","MULTILINESTRING ((430787.030631773 4582263.04516768,430703.915156662 4582349.0199284))"
"T17435E","20 - 30 µg/m³","MULTILINESTRING ((433739.248435397 4587168.57842104,433656.568938264 4587251.72117853))"
"T13098R","20 - 30 µg/m³","MULTILINESTRING ((432657.241506362 4582261.19600158,432775.696803021 4582144.61692607))"
"T04308H","20 - 30 µg/m³","MULTILINESTRING ((431343.643895394 4585076.89322416,431273.42534598 4585150.32786623))"
"T02298O","20 - 30 µg/m³","MULTILINESTRING ((431742.46587958 4582627.55548839,431722.731974788 4582644.08866305,431681.844104906 4582669.51101145,431656.777235129 4582691.73323517,431643.876311806 4582704.44035223))"
"T04663X","20 - 30 µg/m³","MULTILINESTRING ((430282.703844436 4586343.27626861,430266.343876674 4586218.74719334,430263.78278833 4586207.59619498))"
"T03149G","20 - 30 µg/m³","MULTILINESTRING ((427588.93855871 4581323.3240343,427564.877037774 4581391.32732194))"
"T03236E","20 - 30 µg/m³","MULTILINESTRING ((428005.04132616 4581339.78189493,427960.900960004 4581432.23937277))"
"T03161C","20 - 30 µg/m³","MULTILINESTRING ((427789.160054994 4581347.96354939,427854.998396377 4581379.53909721))"
"T16013I","<= 20 µg/m³","MULTILINESTRING ((424805.557681459 4586784.87666598,424854.574101408 4586830.20236449))"
"T04940Z","20 - 30 µg/m³","MULTILINESTRING ((429814.944421355 4585854.34304527,429799.227592571 4585880.18220631))"
"T09860U","20 - 30 µg/m³","MULTILINESTRING ((434333.899802296 4585644.80250084,434317.523903381 4585661.46265124))"
"T21333G","20 - 30 µg/m³","MULTILINESTRING ((430192.912749044 4587273.6824372,430191.302717202 4587269.80544327))"
"T19300Y","20 - 30 µg/m³","MULTILINESTRING ((425863.841122423 4582935.1086358,425864.664188712 4582943.67064266,425866.31038879 4582969.68367,425866.969454817 4582978.2446781,425867.627480845 4582981.53767814))"
"T12763X","20 - 30 µg/m³","MULTILINESTRING ((430889.193912055 4588604.71927506,430953.196971199 4588599.40778184,430967.16599158 4588599.23467575))"
"T18879G","> 40 µg/m³","MULTILINESTRING ((431011.389733099 4588424.11406348,431026.474885467 4588408.23864889,431112.225969284 4588449.36702856))"
"T03334F","20 - 30 µg/m³","MULTILINESTRING ((428406.607333872 4580995.79031205,428356.674754534 4581061.33579259))"
"T10822J","20 - 30 µg/m³","MULTILINESTRING ((426753.974213647 4583291.73340589,426816.904632566 4583334.01799146))"
"T13131B","20 - 30 µg/m³","MULTILINESTRING ((433102.535014965 4582764.13439966,433188.383892137 4582862.1428996))"
"T09241Z","20 - 30 µg/m³","MULTILINESTRING ((433652.984233219 4583733.68171323,433697.861641528 4583778.30244162))"
"T09498W","20 - 30 µg/m³","MULTILINESTRING ((433945.527478999 4585152.90065625,434040.699330557 4585245.87908201))"
"T21322D","20 - 30 µg/m³","MULTILINESTRING ((430555.362957409 4587227.03861534,430496.688141569 4587263.3751175))"
"T00928N","20 - 30 µg/m³","MULTILINESTRING ((430917.361138037 4581908.4036387,430935.351221116 4581915.67251354,430965.167347662 4581926.25330387))"
"T04461P","20 - 30 µg/m³","MULTILINESTRING ((430573.834354593 4585558.24280768,430509.758473097 4585587.00233867))"
"T01114N","20 - 30 µg/m³","MULTILINESTRING ((431105.202635439 4581014.29684558,431081.210551176 4581008.09201784,431072.766522576 4581006.04707868,431066.455481749 4581001.95812021,431009.273051286 4580956.93948436))"
"T07841J","20 - 30 µg/m³","MULTILINESTRING ((429652.580638919 4583546.64273316,429615.635929223 4583592.31608364))"
"T14807A","20 - 30 µg/m³","MULTILINESTRING ((432426.737516068 4585466.00864118,432440.570959308 4585521.74262567,432487.294376185 4585699.37955618,432480.818527329 4585720.65963917,432462.77662562 4585737.31280228,432435.946629818 4585743.32701487,432418.385622966 4585745.996152))"
"T17787Z","20 - 30 µg/m³","MULTILINESTRING ((428507.954816323 4584986.07462738,428505.671838663 4584989.47664991,428504.807867556 4584993.4506625,428504.721893705 4584996.90566837,428506.276926354 4585000.87966254,428508.349950597 4585003.64365093,428512.304984348 4585007.2736263))"
"T12588A","20 - 30 µg/m³","MULTILINESTRING ((430267.290301955 4587331.53896357,430260.417129506 4587310.1659818))"
"T01728L","20 - 30 µg/m³","MULTILINESTRING ((429366.511142847 4581039.36108037,429461.423992741 4581132.03750102))"
"T17739R","20 - 30 µg/m³","MULTILINESTRING ((433600.10232126 4585598.05897644,433633.658112255 4585563.65466774))"
"T00732D","20 - 30 µg/m³","MULTILINESTRING ((431522.039691757 4581595.00457852,431528.512656518 4581589.04952036,431518.905557385 4581577.95657613))"
"T20121S","20 - 30 µg/m³","MULTILINESTRING ((431559.734589339 4582363.39346877,431481.214073597 4582443.06318508))"
"T02531E","30 - 40 µg/m³","MULTILINESTRING ((431369.757153343 4583791.29408123,431459.467963871 4583879.63453621))"
"T01077Z","20 - 30 µg/m³","MULTILINESTRING ((430816.412903023 4581240.00438002,430825.868867812 4581233.44229831,430845.835806191 4581221.26212835,430870.57573546 4581206.90991889))"
"T18535L","20 - 30 µg/m³","MULTILINESTRING ((426287.045775927 4581090.1685772,426332.88216566 4581132.18329341))"
"T00008I","20 - 30 µg/m³","MULTILINESTRING ((432236.457857038 4581076.57337065,432250.459906597 4581080.25227023))"
"T21239J","20 - 30 µg/m³","MULTILINESTRING ((428277.751575843 4580922.10417845,428298.934617409 4580923.27801918))"
"T05484A","20 - 30 µg/m³","MULTILINESTRING ((428000.989491021 4585970.67604025,427982.261928644 4586032.33028127,427971.579183172 4586068.14541978,427960.896302151 4586086.05352969,427946.92640986 4586103.14666333,427929.708489393 4586117.18381682,427910.768538592 4586127.56697758,427884.472553227 4586134.89318947,427857.205537178 4586138.3654026,427838.453524916 4586140.59154891,427830.322534495 4586143.52461549,427822.175577352 4586150.85668922,427817.55962569 4586158.18873605,427815.930715662 4586170.40776795,427818.10303151 4586211.68281725,427815.388146532 4586227.43286303,427807.784245743 4586242.09694431,427793.936333202 4586256.48907268,427730.393454508 4586285.54460276))"
"T07856Q","20 - 30 µg/m³","MULTILINESTRING ((429228.556508546 4583878.62446405,429291.006770396 4583900.35802171))"
"T00839N","20 - 30 µg/m³","MULTILINESTRING ((431313.039524078 4581878.66559606,431269.852725637 4581913.97597721))"
"T14777L","20 - 30 µg/m³","MULTILINESTRING ((434810.965097693 4585059.76896984,434827.773263649 4585078.1948707))"
"T21404E","20 - 30 µg/m³","MULTILINESTRING ((433658.355369338 4587572.03467218,433647.667841614 4587636.49885507))"
"T06102D","20 - 30 µg/m³","MULTILINESTRING ((432267.705034746 4587019.38132179,432440.370395306 4587031.77303457))"
"T01959Y","20 - 30 µg/m³","MULTILINESTRING ((428791.780508256 4582388.7965188,428889.531392452 4582485.29892261))"
"T09558R","20 - 30 µg/m³","MULTILINESTRING ((433559.89379009 4585932.15881332,433606.093214559 4585978.81353816))"
"T21357O","20 - 30 µg/m³","MULTILINESTRING ((432991.312524601 4583642.84558219,432908.136097033 4583734.95335188))"
"T21050Y","30 - 40 µg/m³","MULTILINESTRING ((428594.069587437 4577959.52318563,428574.010842385 4577997.2093967))"
"T18334E","20 - 30 µg/m³","MULTILINESTRING ((434125.954691656 4583961.40348138,434150.309931858 4583988.07033773))"
"T17656P","20 - 30 µg/m³","MULTILINESTRING ((433891.084027858 4584447.44099777,433849.375300677 4584491.72438058))"
"T18895G","20 - 30 µg/m³","MULTILINESTRING ((430766.011394576 4582104.5540849,430794.718777916 4582149.14393555))"
"T08816M","20 - 30 µg/m³","MULTILINESTRING ((432573.965197745 4584473.14500187,432505.135625224 4584543.26162894))"
"T03093H","20 - 30 µg/m³","MULTILINESTRING ((427513.988554385 4580942.76701818,427548.58369198 4580953.85877219))"
"T02397Q","20 - 30 µg/m³","MULTILINESTRING ((429647.150197397 4580726.37746593,429631.22350553 4580770.17465433,429553.14797931 4580848.36236802))"
"T10053S","20 - 30 µg/m³","MULTILINESTRING ((434646.436364181 4584996.50811811,434702.441892685 4585054.68478284))"
"T00912F","20 - 30 µg/m³","MULTILINESTRING ((431067.130919201 4581849.11541353,431082.975029288 4581860.37631074,431090.218033287 4581859.42825443))"
"T10720E","20 - 30 µg/m³","MULTILINESTRING ((426954.613469373 4583021.12746504,426949.217438404 4583018.15250156,426909.053114249 4582983.67975453,426905.538090331 4582981.24877756))"
"T09857Z","20 - 30 µg/m³","MULTILINESTRING ((434390.120454501 4585587.50698435,434368.599586809 4585609.33018188))"
"T07207P","20 - 30 µg/m³","MULTILINESTRING ((425574.203108955 4582860.93372679,425599.0052622 4582876.03856116,425659.553767043 4582930.13218323))"
"T05159Q","20 - 30 µg/m³","MULTILINESTRING ((429749.864039673 4586742.0749603,429737.441435847 4586796.94214239))"
"T06900Z","20 - 30 µg/m³","MULTILINESTRING ((432224.581100524 4585188.1267271,432142.741618539 4585273.12648075))"
"T10139X","20 - 30 µg/m³","MULTILINESTRING ((432390.160037231 4582911.4540177,432310.019523224 4582991.63274674))"
"RD0089K","> 40 µg/m³","MULTILINESTRING ((427979.922616213 4585352.05341789,427986.607863774 4585362.25617107,427993.157957298 4585373.25613872,428000.988078886 4585387.73610228,428006.598188844 4585401.11608109,428007.985404897 4585404.55787222))"
